filename,left_eye_x,left_eye_y,right_eye_x,right_eye_y,mouth_x,mouth_y,left_ear1_x,left_ear1_y,left_ear2_x,left_ear2_y,left_ear3_x,left_ear3_y,right_ear1_x,right_ear1_y,right_ear2_x,right_ear2_y,right_ear3_x,right_ear3_y,height,width
10,0.636,0.3413333333333333,0.67,0.34933333333333333,0.65,0.37066666666666664,0.62,0.31466666666666665,0.622,0.2693333333333333,0.642,0.304,0.672,0.312,0.7,0.28,0.692,0.33066666666666666,375,500
11,0.402,0.3333333333333333,0.548,0.328,0.46,0.4693333333333333,0.34,0.30133333333333334,0.318,0.05333333333333334,0.412,0.192,0.548,0.184,0.652,0.029333333333333333,0.66,0.29333333333333333,375,500
12,0.388,0.41379310344827586,0.424,0.4068965517241379,0.41,0.46206896551724136,0.358,0.3931034482758621,0.35,0.29310344827586204,0.39,0.3413793103448276,0.416,0.33793103448275863,0.446,0.27586206896551724,0.456,0.3793103448275862,290,500
13,0.22740524781341107,0.33727810650887574,0.30612244897959184,0.33727810650887574,0.26822157434402333,0.39644970414201186,0.17784256559766765,0.3106508875739645,0.1661807580174927,0.21005917159763313,0.23615160349854228,0.2603550295857988,0.29737609329446063,0.2603550295857988,0.36443148688046645,0.21597633136094674,0.35276967930029157,0.3106508875739645,338,343
14,0.672,0.304,0.768,0.34933333333333333,0.69,0.44266666666666665,0.626,0.19466666666666665,0.658,0.06666666666666667,0.716,0.18933333333333333,0.802,0.232,0.934,0.192,0.858,0.30666666666666664,375,500
15,0.65,0.5845272206303725,0.636,0.332378223495702,0.504,0.46131805157593125,0.73,0.1977077363896848,0.876,0.15759312320916904,0.81,0.3237822349570201,0.816,0.5759312320916905,0.92,0.7421203438395415,0.758,0.7449856733524355,349,500
16,0.478,0.4303030303030303,0.522,0.42424242424242425,0.502,0.47575757575757577,0.442,0.4121212121212121,0.432,0.33636363636363636,0.474,0.37272727272727274,0.516,0.36666666666666664,0.548,0.3151515151515151,0.548,0.396969696969697,330,500
17,0.536,0.42,0.656,0.416,0.6,0.49,0.44533333333333336,0.404,0.44533333333333336,0.278,0.5546666666666666,0.34,0.6293333333333333,0.338,0.712,0.26,0.7333333333333333,0.392,500,375
18,0.378,0.47733333333333333,0.55,0.4533333333333333,0.506,0.6666666666666666,0.22,0.3626666666666667,0.202,0.05333333333333334,0.376,0.28,0.492,0.26666666666666666,0.632,0.018666666666666668,0.592,0.30666666666666664,375,500
19,0.35542168674698793,0.294,0.641566265060241,0.304,0.43373493975903615,0.424,0.22590361445783133,0.242,0.24397590361445784,0.092,0.4066265060240964,0.176,0.6596385542168675,0.188,0.9186746987951807,0.13,0.8734939759036144,0.274,500,332
20,0.274,0.43466666666666665,0.482,0.472,0.346,0.6453333333333333,0.178,0.33866666666666667,0.188,0.010666666666666666,0.332,0.23733333333333334,0.496,0.26666666666666666,0.684,0.11466666666666667,0.62,0.424,375,500
21,0.4415954415954416,0.274,0.6324786324786325,0.29,0.5270655270655271,0.388,0.31339031339031337,0.202,0.3162393162393162,0.052,0.45584045584045585,0.142,0.6581196581196581,0.164,0.8319088319088319,0.114,0.7692307692307693,0.248,500,351
22,0.46484375,0.45973645680819913,0.5654296875,0.47584187408491946,0.5029296875,0.5944363103953147,0.416015625,0.33528550512445093,0.419921875,0.22547584187408493,0.4853515625,0.3162518301610542,0.56640625,0.3323572474377745,0.6533203125,0.25329428989751096,0.6376953125,0.37481698389458273,683,1024
23,0.669921875,0.3557833089311859,0.74609375,0.3601756954612006,0.7099609375,0.465592972181552,0.623046875,0.27379209370424595,0.6357421875,0.16251830161054173,0.6787109375,0.24158125915080528,0.7568359375,0.24743777452415813,0.8095703125,0.18448023426061494,0.7861328125,0.2884333821376281,683,1024
24,0.509765625,0.4992679355783309,0.6396484375,0.5051244509516838,0.568359375,0.6822840409956076,0.42578125,0.3967789165446559,0.4287109375,0.18448023426061494,0.5234375,0.30161054172767204,0.634765625,0.3118594436310395,0.7509765625,0.20351390922401172,0.7353515625,0.42752562225475843,683,1024
25,0.6787109375,0.3151041666666667,0.78125,0.3424479166666667,0.701171875,0.4557291666666667,0.66015625,0.21354166666666666,0.642578125,0.07161458333333333,0.7099609375,0.18229166666666666,0.80859375,0.20703125,0.9130859375,0.11848958333333333,0.9052734375,0.2786458333333333,768,1024
26,0.28,0.82,0.33066666666666666,0.826,0.2986666666666667,0.86,0.25866666666666666,0.784,0.23733333333333334,0.734,0.2826666666666667,0.768,0.34933333333333333,0.776,0.4026666666666667,0.756,0.384,0.802,500,375
27,0.5956112852664577,0.154,0.7366771159874608,0.142,0.7366771159874608,0.202,0.4106583072100313,0.16,0.39184952978056425,0.034,0.5141065830721003,0.076,0.6551724137931034,0.066,0.7398119122257053,0.004,0.7899686520376176,0.132,500,319
28,0.42,0.31842105263157894,0.488,0.33157894736842103,0.448,0.3894736842105263,0.372,0.25526315789473686,0.368,0.1763157894736842,0.418,0.20789473684210527,0.506,0.22631578947368422,0.56,0.22894736842105262,0.534,0.2868421052631579,380,500
29,0.5586206896551724,0.2939453125,0.7359605911330049,0.3125,0.6748768472906403,0.4072265625,0.38620689655172413,0.208984375,0.3921182266009852,0.0400390625,0.5310344827586206,0.134765625,0.741871921182266,0.162109375,0.8906403940886699,0.1240234375,0.8098522167487685,0.26171875,1024,1015
30,0.24324324324324326,0.4066666666666667,0.4527027027027027,0.38222222222222224,0.30405405405405406,0.5822222222222222,0.18243243243243243,0.3,0.09009009009009009,0.06,0.28378378378378377,0.16444444444444445,0.4797297297297297,0.14222222222222222,0.6013513513513513,-0.03111111111111111,0.668918918918919,0.24666666666666667,450,444
31,0.428,0.2773333333333333,0.538,0.2613333333333333,0.512,0.4026666666666667,0.332,0.264,0.288,0.08266666666666667,0.398,0.15466666666666667,0.506,0.14133333333333334,0.606,0.037333333333333336,0.582,0.23466666666666666,375,500
32,0.51953125,0.4908854166666667,0.6279296875,0.49609375,0.568359375,0.6080729166666666,0.4580078125,0.3307291666666667,0.4716796875,0.19791666666666666,0.53515625,0.3424479166666667,0.6396484375,0.3450520833333333,0.7109375,0.18229166666666666,0.6962890625,0.3424479166666667,768,1024
33,0.273972602739726,0.3515625,0.6113013698630136,0.3955078125,0.4023972602739726,0.5224609375,0.05136986301369863,0.240234375,0.11472602739726027,0.0283203125,0.339041095890411,0.169921875,0.6558219178082192,0.2109375,0.9691780821917808,0.1298828125,0.8321917808219178,0.3349609375,1024,584
34,0.29528535980148884,0.336,0.5062034739454094,0.336,0.3746898263027295,0.478,0.17866004962779156,0.252,0.10421836228287841,0.088,0.2704714640198511,0.178,0.5384615384615384,0.18,0.6972704714640199,0.06,0.6799007444168734,0.252,500,403
35,0.224,0.37333333333333335,0.436,0.33866666666666667,0.35,0.5733333333333334,0.066,0.23466666666666666,-0.004,-0.032,0.164,0.016,0.406,-0.005333333333333333,0.576,-0.09866666666666667,0.556,0.15733333333333333,375,500
36,0.41954022988505746,0.322,0.6580459770114943,0.352,0.5201149425287356,0.476,0.25862068965517243,0.246,0.3074712643678161,0.024,0.4885057471264368,0.178,0.6580459770114943,0.202,0.9109195402298851,0.11,0.8160919540229885,0.32,500,348
37,0.427734375,0.4206128133704735,0.6123046875,0.5,0.466796875,0.7200557103064067,0.2685546875,0.15459610027855153,0.361328125,-0.2214484679665738,0.4462890625,0.09331476323119778,0.6279296875,0.18245125348189414,0.8046875,0.06128133704735376,0.71484375,0.36629526462395545,718,1024
38,0.3783783783783784,0.456,0.6276276276276276,0.466,0.4924924924924925,0.6,0.2072072072072072,0.362,0.23123123123123124,0.2,0.3813813813813814,0.308,0.6576576576576577,0.326,0.8348348348348348,0.242,0.7867867867867868,0.4,500,333
39,0.434,0.408,0.484,0.4053333333333333,0.478,0.47733333333333333,0.356,0.36533333333333334,0.368,0.2773333333333333,0.414,0.31733333333333336,0.47,0.312,0.5,0.25066666666666665,0.484,0.352,375,500
40,0.36,0.43466666666666665,0.548,0.416,0.48,0.592,0.22,0.4106666666666667,0.178,0.144,0.326,0.272,0.558,0.25066666666666665,0.684,0.14666666666666667,0.638,0.376,375,500
41,0.398,0.464,0.496,0.37066666666666664,0.504,0.512,0.324,0.4826666666666667,0.21,0.37333333333333335,0.33,0.352,0.42,0.264,0.462,0.112,0.524,0.2906666666666667,375,500
42,0.4912109375,0.3528645833333333,0.609375,0.36328125,0.546875,0.4622395833333333,0.4287109375,0.2747395833333333,0.384765625,0.13932291666666666,0.474609375,0.18098958333333334,0.6298828125,0.19140625,0.7529296875,0.13671875,0.7001953125,0.2994791666666667,768,1024
43,0.5078125,0.5329593267882188,0.6064453125,0.5385694249649369,0.556640625,0.6465638148667602,0.4296875,0.4642356241234222,0.4326171875,0.32538569424964936,0.509765625,0.4067321178120617,0.5947265625,0.4109396914446003,0.6787109375,0.3127629733520337,0.6669921875,0.47545582047685836,713,1024
44,0.4365234375,0.47144948755490484,0.5205078125,0.465592972181552,0.4814453125,0.5636896046852123,0.376953125,0.3953147877013177,0.3681640625,0.2796486090775988,0.427734375,0.3440702781844802,0.515625,0.34260614934114203,0.5771484375,0.27379209370424595,0.5703125,0.38653001464128844,683,1024
45,0.642,0.30133333333333334,0.722,0.304,0.702,0.432,0.526,0.18933333333333333,0.596,0.06666666666666667,0.622,0.13866666666666666,0.706,0.14133333333333334,0.762,0.056,0.714,0.192,375,500
46,0.408203125,0.4626006904487917,0.65625,0.4626006904487917,0.560546875,0.6375143843498274,0.1884765625,0.36018411967779057,0.119140625,0.09090909090909091,0.314453125,0.27042577675489066,0.7275390625,0.2807825086306099,0.892578125,0.06329113924050633,0.779296875,0.36018411967779057,869,1024
47,0.4052734375,0.56640625,0.517578125,0.57421875,0.4580078125,0.6809895833333334,0.337890625,0.4973958333333333,0.3525390625,0.3190104166666667,0.41796875,0.43359375,0.5029296875,0.4401041666666667,0.5810546875,0.3450520833333333,0.5791015625,0.5169270833333334,768,1024
48,0.644,0.16,0.706,0.152,0.684,0.22666666666666666,0.594,0.12,0.6,0.016,0.65,0.08533333333333333,0.688,0.08,0.724,0.0,0.742,0.104,375,500
49,0.3369140625,0.6041666666666666,0.5400390625,0.6471354166666666,0.390625,0.8736979166666666,0.21875,0.4739583333333333,0.1826171875,0.09765625,0.3779296875,0.33984375,0.5634765625,0.3815104166666667,0.7802734375,0.1484375,0.724609375,0.58984375,768,1024
50,0.544,0.272,0.6826666666666666,0.27,0.6026666666666667,0.352,0.472,0.258,0.4186666666666667,0.114,0.5466666666666666,0.198,0.688,0.198,0.8266666666666667,0.108,0.776,0.256,500,375
51,0.3506849315068493,0.198,0.42191780821917807,0.196,0.3917808219178082,0.236,0.2821917808219178,0.14,0.2493150684931507,0.076,0.32602739726027397,0.11,0.4136986301369863,0.108,0.4904109589041096,0.088,0.4520547945205479,0.136,500,365
52,0.346,0.6186666666666667,0.582,0.7306666666666667,0.408,0.8773333333333333,0.222,0.5226666666666666,0.33,0.136,0.43,0.4053333333333333,0.642,0.504,0.832,0.37333333333333335,0.732,0.7546666666666667,375,500
53,0.3115234375,0.4978038067349927,0.5654296875,0.5431918008784773,0.3701171875,0.7833089311859444,0.2666015625,0.3806734992679356,0.2373046875,0.0,0.3466796875,0.22986822840409957,0.595703125,0.2840409956076135,0.79296875,0.05417276720351391,0.7490234375,0.4787701317715959,683,1024
54,0.376,0.5345345345345346,0.524,0.6276276276276276,0.37,0.7957957957957958,0.356,0.3633633633633634,0.32,0.08708708708708708,0.456,0.21621621621621623,0.63,0.32732732732732733,0.802,0.2672672672672673,0.684,0.5765765765765766,333,500
55,0.4169921875,0.42578125,0.5498046875,0.4231770833333333,0.490234375,0.5481770833333334,0.3037109375,0.3138020833333333,0.3125,0.14583333333333334,0.3837890625,0.21223958333333334,0.5390625,0.21614583333333334,0.634765625,0.14583333333333334,0.603515625,0.3216145833333333,768,1024
56,0.57,0.40181268882175225,0.614,0.39274924471299094,0.596,0.4471299093655589,0.536,0.38368580060422963,0.524,0.29607250755287007,0.564,0.338368580060423,0.604,0.3293051359516616,0.634,0.2688821752265861,0.64,0.36253776435045315,331,500
57,0.447870778267254,0.44921875,0.5477239353891337,0.44921875,0.49632892804698975,0.5029296875,0.37738619676945667,0.396484375,0.39060205580029367,0.3359375,0.4566813509544787,0.373046875,0.5389133627019089,0.375,0.6064610866372981,0.341796875,0.5961820851688693,0.3994140625,1024,681
58,0.44,0.36,0.694,0.42933333333333334,0.57,0.6933333333333334,0.27,0.16,0.396,-0.2693333333333333,0.466,0.08266666666666667,0.718,0.16533333333333333,0.938,-0.058666666666666666,0.804,0.32266666666666666,375,500
59,0.54,0.384,0.656,0.5546666666666666,0.474,0.6026666666666667,0.538,0.23466666666666666,0.66,0.04,0.676,0.29333333333333333,0.756,0.416,0.95,0.47733333333333333,0.798,0.6133333333333333,375,500
60,0.374,0.344,0.498,0.32266666666666666,0.466,0.456,0.202,0.2853333333333333,0.164,0.09066666666666667,0.272,0.17866666666666667,0.484,0.14133333333333334,0.582,0.02666666666666667,0.558,0.22666666666666666,375,500
61,0.4625668449197861,0.492,0.7032085561497327,0.458,0.6149732620320856,0.624,0.3181818181818182,0.454,0.22459893048128343,0.248,0.45454545454545453,0.328,0.6443850267379679,0.302,0.8048128342245989,0.158,0.839572192513369,0.38,500,374
62,0.4443359375,0.3740234375,0.5634765625,0.3896484375,0.490234375,0.4736328125,0.37109375,0.2978515625,0.3935546875,0.169921875,0.4609375,0.2490234375,0.587890625,0.265625,0.6630859375,0.1962890625,0.6533203125,0.3388671875,1024,1024
63,0.37333333333333335,0.424,0.632,0.44,0.48533333333333334,0.572,0.24533333333333332,0.352,0.224,0.114,0.4266666666666667,0.276,0.6106666666666667,0.286,0.8533333333333334,0.164,0.7786666666666666,0.384,500,375
64,0.4677734375,0.2708333333333333,0.5302734375,0.2747395833333333,0.498046875,0.3268229166666667,0.427734375,0.22526041666666666,0.431640625,0.14453125,0.4677734375,0.1953125,0.5322265625,0.20182291666666666,0.5771484375,0.16145833333333334,0.5712890625,0.23697916666666666,768,1024
65,0.5745341614906833,0.218,0.8043478260869565,0.202,0.6956521739130435,0.312,0.46273291925465837,0.154,0.40683229813664595,0.012,0.6086956521739131,0.086,0.7236024844720497,0.078,0.8633540372670807,-0.034,0.906832298136646,0.124,500,322
66,0.376,0.38,0.6613333333333333,0.348,0.5013333333333333,0.55,0.25866666666666666,0.324,0.24,0.188,0.37066666666666664,0.22,0.6506666666666666,0.19,0.8213333333333334,0.03,0.824,0.256,500,375
67,0.746,0.2926829268292683,0.876,0.3008130081300813,0.806,0.43089430894308944,0.664,0.21951219512195122,0.65,0.032520325203252036,0.756,0.13550135501355012,0.866,0.14363143631436315,0.978,0.04607046070460705,0.95,0.23577235772357724,369,500
68,0.173828125,0.18394160583941604,0.3017578125,0.18832116788321168,0.23046875,0.3197080291970803,0.087890625,0.145985401459854,0.0615234375,-0.09197080291970802,0.173828125,0.04817518248175182,0.3017578125,0.052554744525547446,0.416015625,-0.0905109489051095,0.38671875,0.1591240875912409,685,1024
69,0.632,0.4744744744744745,0.748,0.4864864864864865,0.678,0.5585585585585585,0.566,0.43543543543543545,0.556,0.2972972972972973,0.622,0.36936936936936937,0.772,0.3813813813813814,0.852,0.32432432432432434,0.83,0.4594594594594595,333,500
70,0.328,0.392,0.6346666666666667,0.442,0.416,0.586,0.184,0.28,0.21066666666666667,-0.074,0.4186666666666667,0.17,0.704,0.222,1.096,0.038,0.8453333333333334,0.392,500,375
71,0.4208860759493671,0.47257383966244726,0.5791139240506329,0.6962025316455697,0.33860759493670883,0.7721518987341772,0.40822784810126583,0.22784810126582278,0.6107594936708861,-0.03375527426160337,0.5917721518987342,0.29957805907172996,0.7246835443037974,0.4978902953586498,0.9936708860759493,0.4936708860759494,0.7689873417721519,0.759493670886076,237,316
72,0.318359375,0.5559895833333334,0.3720703125,0.37890625,0.4306640625,0.5,0.26953125,0.6263020833333334,0.1240234375,0.5846354166666666,0.2265625,0.4947916666666667,0.279296875,0.35546875,0.2392578125,0.1953125,0.3701171875,0.2799479166666667,768,1024
73,0.373046875,0.3033854166666667,0.4404296875,0.30078125,0.4072265625,0.3645833333333333,0.33203125,0.2825520833333333,0.318359375,0.17708333333333334,0.3779296875,0.23697916666666666,0.4267578125,0.23567708333333334,0.4814453125,0.16927083333333334,0.4814453125,0.28125,768,1024
74,0.51,0.46686746987951805,0.552,0.4759036144578313,0.526,0.5240963855421686,0.482,0.43373493975903615,0.482,0.3674698795180723,0.518,0.4036144578313253,0.554,0.40963855421686746,0.594,0.39156626506024095,0.582,0.44879518072289154,332,500
75,0.4013671875,0.4622395833333333,0.4453125,0.4622395833333333,0.4189453125,0.5143229166666666,0.3662109375,0.421875,0.3515625,0.359375,0.3955078125,0.3854166666666667,0.447265625,0.3854166666666667,0.486328125,0.3502604166666667,0.4853515625,0.4231770833333333,768,1024
76,0.3798828125,0.40234375,0.4306640625,0.3997395833333333,0.3984375,0.4401041666666667,0.3564453125,0.3971354166666667,0.349609375,0.31640625,0.3828125,0.3502604166666667,0.4345703125,0.3489583333333333,0.47265625,0.3072916666666667,0.4736328125,0.3919270833333333,768,1024
77,0.404,0.33933933933933935,0.544,0.33633633633633636,0.48,0.4804804804804805,0.32,0.22522522522522523,0.276,0.06606606606606606,0.398,0.14714714714714713,0.536,0.14714714714714713,0.652,0.042042042042042045,0.632,0.2222222222222222,333,500
78,0.616,0.5466666666666666,0.656,0.5413333333333333,0.642,0.592,0.558,0.5013333333333333,0.572,0.424,0.604,0.4746666666666667,0.648,0.4693333333333333,0.676,0.4026666666666667,0.658,0.488,375,500
79,0.242,0.43543543543543545,0.418,0.4144144144144144,0.342,0.6126126126126126,0.16,0.3933933933933934,0.116,0.13513513513513514,0.254,0.22822822822822822,0.386,0.2132132132132132,0.498,0.07507507507507508,0.486,0.35735735735735735,333,500
80,0.424,0.408955223880597,0.504,0.44776119402985076,0.444,0.5074626865671642,0.376,0.34328358208955223,0.408,0.1791044776119403,0.456,0.29850746268656714,0.526,0.3373134328358209,0.62,0.2865671641791045,0.584,0.4507462686567164,335,500
81,0.43,0.4613333333333333,0.582,0.44266666666666665,0.504,0.608,0.322,0.36533333333333334,0.298,0.136,0.43,0.24,0.56,0.21866666666666668,0.656,0.08533333333333333,0.692,0.31733333333333336,375,500
82,0.3475,0.494,0.6675,0.434,0.5375,0.722,0.1775,0.442,-0.095,0.082,0.3375,0.232,0.5725,0.192,0.83,-0.132,0.9175,0.318,500,400
83,0.206,0.358695652173913,0.346,0.3532608695652174,0.268,0.49184782608695654,0.172,0.24456521739130435,0.118,0.09239130434782608,0.242,0.15760869565217392,0.402,0.15760869565217392,0.538,0.09239130434782608,0.428,0.24456521739130435,368,500
84,0.37,0.596816976127321,0.572,0.5278514588859416,0.514,0.7984084880636605,0.194,0.4509283819628647,0.142,0.1909814323607427,0.342,0.28116710875331563,0.478,0.2440318302387268,0.6,0.03713527851458886,0.67,0.3183023872679045,377,500
85,0.508,0.4804804804804805,0.68,0.5225225225225225,0.572,0.7357357357357357,0.414,0.3783783783783784,0.414,0.042042042042042045,0.548,0.2822822822822823,0.672,0.30930930930930933,0.844,0.15015015015015015,0.768,0.46546546546546547,333,500
86,0.6666666666666666,0.354,0.7546666666666667,0.348,0.7146666666666667,0.402,0.6053333333333333,0.33,0.5973333333333334,0.256,0.664,0.292,0.7493333333333333,0.288,0.8133333333333334,0.24,0.8186666666666667,0.32,500,375
87,0.33,0.4106666666666667,0.488,0.416,0.416,0.5893333333333334,0.212,0.25333333333333335,0.204,0.050666666666666665,0.34,0.168,0.476,0.184,0.63,0.13866666666666666,0.568,0.2853333333333333,375,500
88,0.3933933933933934,0.486,0.5765765765765766,0.47,0.5075075075075075,0.592,0.16816816816816818,0.326,0.08108108108108109,0.13,0.25225225225225223,0.208,0.5855855855855856,0.196,0.7297297297297297,0.138,0.7087087087087087,0.3,500,333
89,0.398,0.3626666666666667,0.496,0.3333333333333333,0.472,0.4533333333333333,0.358,0.25333333333333335,0.238,0.18666666666666668,0.326,0.19733333333333333,0.486,0.15733333333333333,0.572,0.06666666666666667,0.506,0.216,375,500
90,0.400390625,0.37042459736456806,0.5654296875,0.3557833089311859,0.5087890625,0.554904831625183,0.2646484375,0.27232796486090777,0.220703125,0.016105417276720352,0.357421875,0.17423133235724744,0.5546875,0.1683748169838946,0.6826171875,0.014641288433382138,0.6533203125,0.25329428989751096,683,1024
91,0.47,0.29429429429429427,0.548,0.2822822822822823,0.52,0.3843843843843844,0.416,0.24924924924924924,0.422,0.0960960960960961,0.478,0.1921921921921922,0.524,0.1831831831831832,0.568,0.06906906906906907,0.586,0.2222222222222222,333,500
92,0.38,0.3933933933933934,0.544,0.37237237237237236,0.462,0.5465465465465466,0.294,0.3783783783783784,0.248,0.08708708708708708,0.384,0.1981981981981982,0.54,0.18018018018018017,0.674,0.04804804804804805,0.66,0.3303303303303303,333,500
93,0.2646484375,0.46145374449339205,0.4990234375,0.43171806167400884,0.400390625,0.6872246696035242,0.1376953125,0.3722466960352423,0.02734375,0.11674008810572688,0.2373046875,0.2786343612334802,0.509765625,0.24008810572687225,0.689453125,0.05616740088105727,0.6318359375,0.31277533039647576,908,1024
94,0.462,0.4666666666666667,0.662,0.47733333333333333,0.586,0.704,0.196,0.328,0.182,0.0,0.37,0.21066666666666667,0.638,0.22133333333333333,0.822,0.034666666666666665,0.738,0.3466666666666667,375,500
95,0.526,0.43243243243243246,0.648,0.3933933933933934,0.594,0.5705705705705706,0.438,0.37237237237237236,0.4,0.17717717717717718,0.504,0.2702702702702703,0.63,0.23123123123123124,0.71,0.09309309309309309,0.734,0.2882882882882883,333,500
96,0.2880859375,0.3825065274151436,0.34765625,0.31462140992167104,0.34765625,0.412532637075718,0.248046875,0.39295039164490864,0.1787109375,0.33159268929503916,0.248046875,0.3093994778067885,0.3076171875,0.2454308093994778,0.32421875,0.15013054830287206,0.3759765625,0.2362924281984334,766,1024
97,0.46,0.26666666666666666,0.512,0.264,0.49,0.33066666666666666,0.42,0.20266666666666666,0.418,0.13866666666666666,0.448,0.15466666666666667,0.51,0.15733333333333333,0.542,0.13333333333333333,0.542,0.20266666666666666,375,500
98,0.4296875,0.2841796875,0.55078125,0.287109375,0.4921875,0.3486328125,0.36328125,0.25,0.3372395833333333,0.150390625,0.421875,0.205078125,0.5546875,0.2099609375,0.6549479166666666,0.166015625,0.6223958333333334,0.2578125,1024,768
99,0.568,0.4106666666666667,0.626,0.416,0.598,0.4826666666666667,0.554,0.336,0.512,0.23733333333333334,0.562,0.2853333333333333,0.626,0.29333333333333333,0.684,0.264,0.642,0.3466666666666667,375,500
100,0.6943231441048034,0.658,0.7903930131004366,0.66,0.7510917030567685,0.694,0.6244541484716157,0.624,0.6419213973799127,0.578,0.7161572052401747,0.612,0.7903930131004366,0.614,0.8733624454148472,0.582,0.8427947598253275,0.628,500,229
101,0.304,0.35733333333333334,0.448,0.36,0.376,0.5146666666666667,0.21,0.272,0.196,0.064,0.31,0.18933333333333333,0.454,0.19733333333333333,0.578,0.11466666666666667,0.528,0.288,375,500
102,0.398,0.5013192612137203,0.618,0.44854881266490765,0.532,0.6569920844327177,0.246,0.45646437994722955,0.14,0.21899736147757257,0.332,0.31926121372031663,0.636,0.26649076517150394,0.74,0.12401055408970976,0.736,0.36147757255936674,379,500
103,0.4351145038167939,0.468,0.361323155216285,0.332,0.544529262086514,0.35,0.38676844783715014,0.576,0.22391857506361323,0.664,0.2875318066157761,0.504,0.22391857506361323,0.374,0.002544529262086514,0.336,0.23918575063613232,0.28,500,393
104,0.4956896551724138,0.609375,0.6077586206896551,0.6044921875,0.5545977011494253,0.669921875,0.40804597701149425,0.5673828125,0.39798850574712646,0.4814453125,0.4827586206896552,0.509765625,0.6091954022988506,0.5078125,0.6867816091954023,0.4716796875,0.6853448275862069,0.5625,1024,696
105,0.5615234375,0.2890625,0.6279296875,0.2981770833333333,0.5859375,0.3763020833333333,0.51953125,0.20963541666666666,0.513671875,0.11458333333333333,0.5615234375,0.1796875,0.634765625,0.19010416666666666,0.6884765625,0.13802083333333334,0.68359375,0.23567708333333334,768,1024
106,0.53125,0.496757457846952,0.703125,0.46173800259403375,0.6513671875,0.6640726329442282,0.400390625,0.41374837872892345,0.36328125,0.1828793774319066,0.509765625,0.3099870298313878,0.67578125,0.2814526588845655,0.7890625,0.09987029831387809,0.7919921875,0.3411154345006485,771,1024
107,0.5,0.5066666666666667,0.648,0.48533333333333334,0.558,0.6053333333333333,0.426,0.4186666666666667,0.368,0.2693333333333333,0.482,0.33866666666666667,0.664,0.32,0.774,0.19733333333333333,0.774,0.37866666666666665,375,500
108,0.382,0.31333333333333335,0.488,0.3333333333333333,0.426,0.42333333333333334,0.328,0.27,0.338,0.07333333333333333,0.388,0.20333333333333334,0.492,0.22333333333333333,0.576,0.13333333333333333,0.554,0.31333333333333335,300,500
109,0.466,0.3265822784810127,0.542,0.33164556962025316,0.504,0.4050632911392405,0.396,0.2582278481012658,0.392,0.14936708860759493,0.448,0.19746835443037974,0.56,0.20253164556962025,0.632,0.15949367088607594,0.604,0.2683544303797468,395,500
